step,operation,part_or_aid_id,axis,attach_to,support_stud_sites,support_class,condition
9875,PLACE_PROTOTYPE_PART,DUC-F-10282,-Z,DUC-F-10137,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9876,PLACE_PROTOTYPE_PART,DUC-F-10194,-Z,DUC-F-10125,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9877,PLACE_PROTOTYPE_PART,DUC-F-10200,-Z,DUC-F-10127,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9878,PLACE_PROTOTYPE_PART,DUC-F-10216,-Z,DUC-F-10128,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9879,PLACE_PROTOTYPE_PART,DUC-F-10231,-Z,DUC-F-10130,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9880,PLACE_PROTOTYPE_PART,DUC-F-10245,-Z,DUC-F-10132,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9881,PLACE_PROTOTYPE_PART,DUC-F-10260,-Z,DUC-F-10134,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9882,PLACE_PROTOTYPE_PART,DUC-F-10273,-Z,DUC-F-10136,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9883,PLACE_PROTOTYPE_PART,DUC-F-10195,-Z,DUC-F-10139,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9884,PLACE_PROTOTYPE_PART,DUC-F-10201,-Z,DUC-F-10141,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9885,PLACE_PROTOTYPE_PART,DUC-F-10217,-Z,DUC-F-10142,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9886,PLACE_PROTOTYPE_PART,DUC-F-10232,-Z,DUC-F-10144,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9887,PLACE_PROTOTYPE_PART,DUC-F-10246,-Z,DUC-F-10147,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9888,PLACE_PROTOTYPE_PART,DUC-F-10261,-Z,DUC-F-10148,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9889,PLACE_PROTOTYPE_PART,DUC-F-10274,-Z,DUC-F-10150,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9890,PLACE_PROTOTYPE_PART,DUC-F-10196,-Z,DUC-F-10139,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9891,PLACE_PROTOTYPE_PART,DUC-F-10202,-Z,DUC-F-10140,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9892,PLACE_PROTOTYPE_PART,DUC-F-10218,-Z,DUC-F-10142,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9893,PLACE_PROTOTYPE_PART,DUC-F-10233,-Z,DUC-F-10145,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9894,PLACE_PROTOTYPE_PART,DUC-F-10247,-Z,DUC-F-10146,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9895,PLACE_PROTOTYPE_PART,DUC-F-10262,-Z,DUC-F-10148,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9896,PLACE_PROTOTYPE_PART,DUC-F-10275,-Z,DUC-F-10150,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9897,PLACE_PROTOTYPE_PART,DUC-F-10197,-Z,DUC-F-10153,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9898,PLACE_PROTOTYPE_PART,DUC-F-10203,-Z,DUC-F-10155,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9899,PLACE_PROTOTYPE_PART,DUC-F-10219,-Z,DUC-F-10157,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9900,PLACE_PROTOTYPE_PART,DUC-F-10234,-Z,DUC-F-10158,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9901,PLACE_PROTOTYPE_PART,DUC-F-10248,-Z,DUC-F-10160,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9902,PLACE_PROTOTYPE_PART,DUC-F-10263,-Z,DUC-F-10162,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9903,PLACE_PROTOTYPE_PART,DUC-F-10276,-Z,DUC-F-10165,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9904,PLACE_PROTOTYPE_PART,DUC-F-10204,-Z,DUC-F-10155,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9905,PLACE_PROTOTYPE_PART,DUC-F-10220,-Z,DUC-F-10156,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9906,PLACE_PROTOTYPE_PART,DUC-F-10235,-Z,DUC-F-10158,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9907,PLACE_PROTOTYPE_PART,DUC-F-10249,-Z,DUC-F-10161,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9908,PLACE_PROTOTYPE_PART,DUC-F-10264,-Z,DUC-F-10163,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9909,PLACE_PROTOTYPE_PART,DUC-F-10277,-Z,DUC-F-10164,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9910,PLACE_PROTOTYPE_PART,DUC-F-10207,-Z,DUC-F-10168,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9911,PLACE_PROTOTYPE_PART,DUC-F-10221,-Z,DUC-F-10169,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9912,PLACE_PROTOTYPE_PART,DUC-F-10236,-Z,DUC-F-10172,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9913,PLACE_PROTOTYPE_PART,DUC-F-10250,-Z,DUC-F-10173,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9914,PLACE_PROTOTYPE_PART,DUC-F-10265,-Z,DUC-F-10175,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9915,PLACE_PROTOTYPE_PART,DUC-F-10278,-Z,DUC-F-10177,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9916,PLACE_PROTOTYPE_PART,DUC-F-10281,-Z,DUC-F-10178,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9917,PLACE_PROTOTYPE_PART,DUC-F-10209,-Z,DUC-F-10168,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9918,PLACE_PROTOTYPE_PART,DUC-F-10222,-Z,DUC-F-10169,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9919,PLACE_PROTOTYPE_PART,DUC-F-10237,-Z,DUC-F-10171,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9920,PLACE_PROTOTYPE_PART,DUC-F-10251,-Z,DUC-F-10173,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9921,PLACE_PROTOTYPE_PART,DUC-F-10266,-Z,DUC-F-10176,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9922,PLACE_PROTOTYPE_PART,DUC-F-10279,-Z,DUC-F-10177,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9923,PLACE_PROTOTYPE_PART,DUC-F-10211,-Z,DUC-F-10168,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9924,PLACE_PROTOTYPE_PART,DUC-F-10223,-Z,DUC-F-10182,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9925,PLACE_PROTOTYPE_PART,DUC-F-10238,-Z,DUC-F-10185,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9926,PLACE_PROTOTYPE_PART,DUC-F-10252,-Z,DUC-F-10187,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9927,PLACE_PROTOTYPE_PART,DUC-F-10267,-Z,DUC-F-10188,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9928,PLACE_PROTOTYPE_PART,DUC-F-10225,-Z,DUC-F-10183,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9929,PLACE_PROTOTYPE_PART,DUC-F-10268,-Z,DUC-F-10188,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9930,PLACE_PROTOTYPE_PART,DUC-F-10239,-Z,DUC-F-10185,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9931,PLACE_PROTOTYPE_PART,DUC-F-10253,-Z,DUC-F-10186,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9932,PLACE_PROTOTYPE_PART,DUC-F-10283,-Z,DUC-F-10224,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9933,PLACE_PROTOTYPE_PART,DUC-F-10284,-Z,DUC-F-10227,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9934,PLACE_PROTOTYPE_PART,DUC-F-10285,-Z,DUC-F-10227,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9935,PLACE_PROTOTYPE_PART,DUC-F-10286,-Z,DUC-F-10240,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9936,PLACE_PROTOTYPE_PART,DUC-F-10287,-Z,DUC-F-10241,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9937,PLACE_PROTOTYPE_PART,DUC-F-10288,-Z,DUC-F-10212,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9938,PLACE_PROTOTYPE_PART,DUC-F-10289,-Z,DUC-F-10256,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9939,PLACE_PROTOTYPE_PART,DUC-F-10290,-Z,DUC-F-10256,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9940,PLACE_PROTOTYPE_PART,DUC-F-10291,-Z,DUC-F-10213,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9941,PLACE_PROTOTYPE_PART,DUC-F-10292,-Z,DUC-F-10213,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9942,PLACE_PROTOTYPE_PART,DUC-F-10293,-Z,DUC-F-10213,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9943,PLACE_PROTOTYPE_PART,DUC-F-10294,-Z,DUC-F-10228,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9944,PLACE_PROTOTYPE_PART,DUC-F-10295,-Z,DUC-F-10242,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9945,PLACE_PROTOTYPE_PART,DUC-F-10296,-Z,DUC-F-10242,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9946,PLACE_PROTOTYPE_PART,DUC-F-10297,-Z,DUC-F-10257,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9947,PLACE_PROTOTYPE_PART,DUC-F-10298,-Z,DUC-F-10257,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9948,PLACE_PROTOTYPE_PART,DUC-F-10299,-Z,DUC-F-10205,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9949,PLACE_PROTOTYPE_PART,DUC-F-10300,-Z,DUC-F-10257,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9950,PLACE_PROTOTYPE_PART,DUC-F-10301,-Z,DUC-F-10205,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9951,PLACE_PROTOTYPE_PART,DUC-F-10302,-Z,DUC-F-10270,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9952,PLACE_PROTOTYPE_PART,DUC-F-10303,-Z,DUC-F-10206,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9953,PLACE_PROTOTYPE_PART,DUC-F-10304,-Z,DUC-F-10271,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9954,PLACE_PROTOTYPE_PART,DUC-F-10305,-Z,DUC-F-10199,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9955,PLACE_PROTOTYPE_PART,DUC-F-10306,-Z,DUC-F-10215,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9956,PLACE_PROTOTYPE_PART,DUC-F-10307,-Z,DUC-F-10215,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9957,PLACE_PROTOTYPE_PART,DUC-F-10308,-Z,DUC-F-10215,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9958,PLACE_PROTOTYPE_PART,DUC-F-10309,-Z,DUC-F-10230,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9959,PLACE_PROTOTYPE_PART,DUC-F-10310,-Z,DUC-F-10230,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9960,PLACE_PROTOTYPE_PART,DUC-F-10311,-Z,DUC-F-10244,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9961,PLACE_PROTOTYPE_PART,DUC-F-10312,-Z,DUC-F-10259,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9962,PLACE_PROTOTYPE_PART,DUC-F-10313,-Z,DUC-F-10259,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9963,PLACE_PROTOTYPE_PART,DUC-F-10314,-Z,DUC-F-10272,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9964,PLACE_PROTOTYPE_PART,DUC-F-10315,-Z,DUC-F-10272,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9965,PLACE_PROTOTYPE_PART,DUC-F-10316,-Z,DUC-F-10199,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9966,PLACE_PROTOTYPE_PART,DUC-F-10317,-Z,DUC-F-10272,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9967,PLACE_PROTOTYPE_PART,DUC-F-10318,-Z,DUC-F-10201,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9968,PLACE_PROTOTYPE_PART,DUC-F-10319,-Z,DUC-F-10201,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9969,PLACE_PROTOTYPE_PART,DUC-F-10320,-Z,DUC-F-10217,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9970,PLACE_PROTOTYPE_PART,DUC-F-10321,-Z,DUC-F-10217,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9971,PLACE_PROTOTYPE_PART,DUC-F-10322,-Z,DUC-F-10232,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9972,PLACE_PROTOTYPE_PART,DUC-F-10323,-Z,DUC-F-10232,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9973,PLACE_PROTOTYPE_PART,DUC-F-10324,-Z,DUC-F-10232,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9974,PLACE_PROTOTYPE_PART,DUC-F-10325,-Z,DUC-F-10246,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9975,PLACE_PROTOTYPE_PART,DUC-F-10326,-Z,DUC-F-10261,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9976,PLACE_PROTOTYPE_PART,DUC-F-10327,-Z,DUC-F-10261,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9977,PLACE_PROTOTYPE_PART,DUC-F-10328,-Z,DUC-F-10274,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9978,PLACE_PROTOTYPE_PART,DUC-F-10329,-Z,DUC-F-10274,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9979,PLACE_PROTOTYPE_PART,DUC-F-10330,-Z,DUC-F-10274,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9980,PLACE_PROTOTYPE_PART,DUC-F-10331,-Z,DUC-F-10203,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9981,PLACE_PROTOTYPE_PART,DUC-F-10332,-Z,DUC-F-10203,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9982,PLACE_PROTOTYPE_PART,DUC-F-10333,-Z,DUC-F-10203,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9983,PLACE_PROTOTYPE_PART,DUC-F-10334,-Z,DUC-F-10219,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9984,PLACE_PROTOTYPE_PART,DUC-F-10335,-Z,DUC-F-10234,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9985,PLACE_PROTOTYPE_PART,DUC-F-10336,-Z,DUC-F-10234,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9986,PLACE_PROTOTYPE_PART,DUC-F-10337,-Z,DUC-F-10248,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9987,PLACE_PROTOTYPE_PART,DUC-F-10338,-Z,DUC-F-10248,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9988,PLACE_PROTOTYPE_PART,DUC-F-10339,-Z,DUC-F-10263,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9989,PLACE_PROTOTYPE_PART,DUC-F-10340,-Z,DUC-F-10263,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9990,PLACE_PROTOTYPE_PART,DUC-F-10341,-Z,DUC-F-10276,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9991,PLACE_PROTOTYPE_PART,DUC-F-10342,-Z,DUC-F-10276,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9992,PLACE_PROTOTYPE_PART,DUC-F-10343,-Z,DUC-F-10275,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9993,PLACE_PROTOTYPE_PART,DUC-F-10344,-Z,DUC-F-10207,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9994,PLACE_PROTOTYPE_PART,DUC-F-10345,-Z,DUC-F-10221,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9995,PLACE_PROTOTYPE_PART,DUC-F-10346,-Z,DUC-F-10221,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9996,PLACE_PROTOTYPE_PART,DUC-F-10347,-Z,DUC-F-10221,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9997,PLACE_PROTOTYPE_PART,DUC-F-10348,-Z,DUC-F-10236,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9998,PLACE_PROTOTYPE_PART,DUC-F-10349,-Z,DUC-F-10250,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
9999,PLACE_PROTOTYPE_PART,DUC-F-10350,-Z,DUC-F-10250,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10000,PLACE_PROTOTYPE_PART,DUC-F-10351,-Z,DUC-F-10265,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10001,PLACE_PROTOTYPE_PART,DUC-F-10352,-Z,DUC-F-10265,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10002,PLACE_PROTOTYPE_PART,DUC-F-10353,-Z,DUC-F-10265,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10003,PLACE_PROTOTYPE_PART,DUC-F-10354,-Z,DUC-F-10277,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10004,PLACE_PROTOTYPE_PART,DUC-F-10355,-Z,DUC-F-10207,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10005,PLACE_PROTOTYPE_PART,DUC-F-10356,-Z,DUC-F-10266,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10006,PLACE_PROTOTYPE_PART,DUC-F-10357,-Z,DUC-F-10222,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10007,PLACE_PROTOTYPE_PART,DUC-F-10358,-Z,DUC-F-10222,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10008,PLACE_PROTOTYPE_PART,DUC-F-10359,-Z,DUC-F-10238,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10009,PLACE_PROTOTYPE_PART,DUC-F-10360,-Z,DUC-F-10238,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10010,PLACE_PROTOTYPE_PART,DUC-F-10361,-Z,DUC-F-10252,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10011,PLACE_PROTOTYPE_PART,DUC-F-10362,-Z,DUC-F-10252,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10012,PLACE_PROTOTYPE_PART,DUC-F-10363,-Z,DUC-F-10252,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10013,PLACE_PROTOTYPE_PART,DUC-F-10364,-Z,DUC-F-10266,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10014,PLACE_PROTOTYPE_PART,DUC-F-10365,-Z,DUC-F-10266,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10015,PLACE_PROTOTYPE_PART,DUC-F-10366,-Z,DUC-F-10252,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10016,PLACE_PROTOTYPE_PART,DUC-F-10389,-Z,DUC-F-10288,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10017,PLACE_PROTOTYPE_PART,DUC-F-10391,-Z,DUC-F-10284,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10018,PLACE_PROTOTYPE_PART,DUC-F-10403,-Z,DUC-F-10285,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10019,PLACE_PROTOTYPE_PART,DUC-F-10415,-Z,DUC-F-10287,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10020,PLACE_PROTOTYPE_PART,DUC-F-10387,-Z,DUC-F-10292,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10021,PLACE_PROTOTYPE_PART,DUC-F-10392,-Z,DUC-F-10294,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10022,PLACE_PROTOTYPE_PART,DUC-F-10404,-Z,DUC-F-10295,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10023,PLACE_PROTOTYPE_PART,DUC-F-10416,-Z,DUC-F-10297,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10024,PLACE_PROTOTYPE_PART,DUC-F-10385,-Z,DUC-F-10292,3,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10025,PLACE_PROTOTYPE_PART,DUC-F-10428,-Z,DUC-F-10298,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10026,PLACE_PROTOTYPE_PART,DUC-F-10376,-Z,DUC-F-10292,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10027,PLACE_PROTOTYPE_PART,DUC-F-10393,-Z,DUC-F-10293,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10028,PLACE_PROTOTYPE_PART,DUC-F-10405,-Z,DUC-F-10296,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10029,PLACE_PROTOTYPE_PART,DUC-F-10417,-Z,DUC-F-10298,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10030,PLACE_PROTOTYPE_PART,DUC-F-10429,-Z,DUC-F-10300,2,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10031,PLACE_PROTOTYPE_PART,DUC-F-10374,-Z,DUC-F-10301,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10032,PLACE_PROTOTYPE_PART,DUC-F-10438,-Z,DUC-F-10302,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10033,PLACE_PROTOTYPE_PART,DUC-F-10369,-Z,DUC-F-10305,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10034,PLACE_PROTOTYPE_PART,DUC-F-10377,-Z,DUC-F-10307,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10035,PLACE_PROTOTYPE_PART,DUC-F-10394,-Z,DUC-F-10309,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10036,PLACE_PROTOTYPE_PART,DUC-F-10406,-Z,DUC-F-10311,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10037,PLACE_PROTOTYPE_PART,DUC-F-10418,-Z,DUC-F-10313,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10038,PLACE_PROTOTYPE_PART,DUC-F-10430,-Z,DUC-F-10314,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10039,PLACE_PROTOTYPE_PART,DUC-F-10370,-Z,DUC-F-10305,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10040,PLACE_PROTOTYPE_PART,DUC-F-10378,-Z,DUC-F-10306,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10041,PLACE_PROTOTYPE_PART,DUC-F-10395,-Z,DUC-F-10309,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10042,PLACE_PROTOTYPE_PART,DUC-F-10407,-Z,DUC-F-10310,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10043,PLACE_PROTOTYPE_PART,DUC-F-10419,-Z,DUC-F-10313,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10044,PLACE_PROTOTYPE_PART,DUC-F-10431,-Z,DUC-F-10314,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10045,PLACE_PROTOTYPE_PART,DUC-F-10440,-Z,DUC-F-10317,1,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10046,PLACE_PROTOTYPE_PART,DUC-F-10367,-Z,DUC-F-10319,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10047,PLACE_PROTOTYPE_PART,DUC-F-10379,-Z,DUC-F-10321,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10048,PLACE_PROTOTYPE_PART,DUC-F-10396,-Z,DUC-F-10322,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10049,PLACE_PROTOTYPE_PART,DUC-F-10408,-Z,DUC-F-10324,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10050,PLACE_PROTOTYPE_PART,DUC-F-10420,-Z,DUC-F-10327,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10051,PLACE_PROTOTYPE_PART,DUC-F-10432,-Z,DUC-F-10329,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10052,PLACE_PROTOTYPE_PART,DUC-F-10368,-Z,DUC-F-10319,6,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10053,PLACE_PROTOTYPE_PART,DUC-F-10380,-Z,DUC-F-10320,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10054,PLACE_PROTOTYPE_PART,DUC-F-10397,-Z,DUC-F-10323,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10055,PLACE_PROTOTYPE_PART,DUC-F-10409,-Z,DUC-F-10325,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10056,PLACE_PROTOTYPE_PART,DUC-F-10421,-Z,DUC-F-10326,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10057,PLACE_PROTOTYPE_PART,DUC-F-10433,-Z,DUC-F-10328,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10058,PLACE_PROTOTYPE_PART,DUC-F-10371,-Z,DUC-F-10332,4,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10059,PLACE_PROTOTYPE_PART,DUC-F-10381,-Z,DUC-F-10333,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10060,PLACE_PROTOTYPE_PART,DUC-F-10398,-Z,DUC-F-10335,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10061,PLACE_PROTOTYPE_PART,DUC-F-10410,-Z,DUC-F-10337,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
10062,PLACE_PROTOTYPE_PART,DUC-F-10422,-Z,DUC-F-10340,8,SEATED_NOMINAL,Physical retention and load capacity UNKNOWN
